carbon_pct,silicon_pct,manganese_pct,phosphorus_pct,magnesium_added_pct,treatment_time_min,rpm,mold_diameter_m,pour_temp_c,mold_preheat_c,wall_thickness_mm,mold_type,mold_enc,carbon_equivalent,liquidus_temp_c,superheat_c,G_factor,Mg_effective_pct,nodularity_index,solidification_time_s,cooling_rate_cs,quality_score,reject
3.734,2.035,0.326,0.0426,0.0422,6.1,682,0.128,1538.6,186.8,23.3,Permanent,0,4.4262,1429.2,109.4,66.67,0.03732,0.511,54.35,24.87,100.0,0
3.486,1.583,0.472,0.0365,0.0322,15.3,399,0.089,1480.4,99.6,67.1,Permanent,0,4.0262,1439.7,40.7,15.84,0.02374,0.275,450.47,3.07,70.91,0
3.322,2.12,0.511,0.0199,0.0412,2.4,759,0.164,1541.9,165.3,15.4,Sand,1,4.0349,1440.0,101.9,105.53,0.03929,0.569,35.69,38.57,97.84,0
4.143,2.251,0.665,0.0488,0.032,14.2,559,0.244,1450.7,72.0,18.7,Sand,1,4.9095,1416.0,34.7,85.53,0.02412,0.31,52.63,26.19,68.26,0
3.864,1.799,0.398,0.0738,0.0511,5.4,1311,0.142,1550.0,143.7,51.9,Permanent,0,4.4879,1427.4,122.6,273.3,0.04583,0.703,269.3,5.22,70.0,0
3.559,2.405,0.323,0.0249,0.0653,3.3,601,0.143,1534.4,298.5,13.4,Die,2,4.3685,1431.1,103.3,57.75,0.06112,0.823,14.32,40.0,100.0,0
3.576,2.4,0.572,0.029,0.0353,10.9,568,0.136,1532.6,147.4,40.9,Sand,1,4.3853,1430.7,101.9,49.29,0.02836,0.338,251.06,5.52,100.0,0
3.74,2.141,0.327,0.0337,0.0434,7.7,512,0.146,1505.4,280.9,50.1,Permanent,0,4.465,1428.2,77.2,42.89,0.03722,0.468,251.29,4.87,100.0,0
3.392,2.65,0.51,0.0298,0.0457,7.6,620,0.102,1517.3,153.2,48.1,Permanent,0,4.2851,1433.8,83.5,43.67,0.03924,0.479,231.71,5.89,100.0,0
3.856,2.579,0.293,0.0234,0.0273,6.7,370,0.086,1501.5,110.4,88.2,Permanent,0,4.7229,1421.4,80.1,13.19,0.02391,0.341,778.46,1.79,77.05,0
3.36,2.267,0.451,0.0188,0.054,4.8,676,0.118,1528.6,161.4,39.5,Permanent,0,4.1218,1437.8,90.9,60.53,0.04912,0.644,156.22,8.75,100.0,0
3.686,2.251,0.311,0.014,0.0406,3.4,743,0.126,1520.0,227.2,25.4,Permanent,0,4.4411,1428.8,91.2,77.52,0.03795,0.588,64.4,20.07,100.0,0
3.604,2.304,0.426,0.0234,0.0549,4.2,670,0.152,1525.5,294.1,17.2,Permanent,0,4.3795,1430.7,94.9,76.41,0.05049,0.663,29.71,40.0,100.0,0
3.651,2.247,0.366,0.0241,0.0402,6.6,785,0.149,1517.5,154.0,47.8,Sand,1,4.4083,1429.8,87.7,102.4,0.03526,0.506,342.07,3.99,100.0,0
3.034,1.932,0.718,0.0486,0.0397,15.3,299,0.213,1497.7,83.6,53.8,Permanent,0,3.6939,1449.6,48.1,21.27,0.02922,0.244,289.84,4.88,67.73,0
3.321,1.966,0.445,0.0413,0.049,2.1,748,0.114,1531.6,281.5,56.5,Sand,1,3.9901,1441.3,90.3,71.32,0.04702,0.587,479.32,2.61,96.93,0
3.629,1.862,0.659,0.0807,0.0322,10.9,249,0.222,1477.5,152.0,25.3,Sand,1,4.2761,1433.5,44.0,15.35,0.02591,0.384,96.0,13.81,78.69,0
3.519,1.561,0.217,0.0549,0.0352,17.3,251,0.194,1495.3,73.1,72.2,Permanent,0,4.0581,1439.0,56.3,13.68,0.02491,0.25,521.75,2.73,68.21,0
3.072,2.542,0.474,0.0453,0.0242,10.3,498,0.172,1569.1,136.3,60.0,Permanent,0,3.9342,1443.7,125.5,47.67,0.01969,0.354,360.53,3.97,81.62,0
3.603,2.037,0.496,0.0263,0.0592,2.2,754,0.112,1536.7,166.3,30.3,Permanent,0,4.2913,1432.8,103.9,71.05,0.05671,0.697,91.66,14.95,100.0,0
3.394,2.46,0.501,0.0356,0.0517,7.5,619,0.137,1509.9,241.8,27.8,Permanent,0,4.2256,1435.3,74.7,58.7,0.04455,0.547,77.4,16.39,100.0,0
3.311,2.539,0.292,0.0481,0.0563,2.3,530,0.135,1502.4,261.6,47.3,Sand,1,4.173,1437.0,65.4,42.55,0.05381,0.691,335.73,3.7,100.0,0
3.942,2.982,0.677,0.0809,0.0566,9.0,1504,0.063,1520.2,134.9,8.9,Sand,1,4.9634,1415.8,104.5,158.1,0.04726,0.622,11.86,40.0,79.35,0
3.714,2.419,0.405,0.049,0.0492,6.4,814,0.166,1557.9,230.0,35.1,Die,2,4.5363,1426.7,131.2,123.17,0.04328,0.63,98.82,13.44,98.37,0
3.799,1.93,0.298,0.0347,0.0404,5.3,600,0.095,1557.3,249.0,13.1,Permanent,0,4.4544,1428.2,129.1,38.02,0.03638,0.485,17.27,40.0,99.4,0
3.771,2.556,0.494,0.0485,0.0498,5.1,722,0.158,1517.7,261.5,50.6,Die,2,4.6389,1424.0,93.7,91.91,0.04494,0.604,204.67,6.14,100.0,0
3.766,2.341,0.382,0.0175,0.0509,7.5,863,0.1,1502.2,244.5,39.1,Permanent,0,4.5528,1425.8,76.3,82.98,0.04379,0.585,152.73,8.23,100.0,0
3.699,2.442,0.341,0.0241,0.0643,3.5,616,0.174,1509.2,198.5,32.2,Permanent,0,4.5208,1426.9,82.3,73.89,0.05996,0.782,103.79,12.63,100.0,0
3.333,2.161,0.426,0.0481,0.0709,4.8,587,0.127,1529.1,179.4,38.1,Permanent,0,4.0689,1439.4,89.7,48.72,0.06436,0.726,144.92,9.31,100.0,0
3.489,2.542,0.366,0.0142,0.0559,5.6,640,0.103,1531.3,242.4,32.5,Permanent,0,4.3407,1432.0,99.3,47.26,0.04992,0.645,105.52,12.21,100.0,0
3.717,2.338,0.481,0.0351,0.0566,6.5,854,0.083,1525.2,238.6,12.2,Permanent,0,4.5083,1427.2,98.0,67.36,0.04969,0.62,14.8,40.0,100.0,0
3.755,2.461,0.476,0.0429,0.0747,5.1,651,0.09,1526.3,162.2,47.4,Permanent,0,4.5893,1425.2,101.2,42.59,0.06743,0.774,224.21,6.08,100.0,0
3.4,1.85,0.796,0.0551,0.0521,9.7,1197,0.082,1455.7,85.6,37.4,Permanent,0,4.0344,1440.0,15.7,131.12,0.04296,0.409,139.94,9.79,71.62,0
3.393,2.612,0.416,0.0406,0.0474,6.9,748,0.118,1546.0,197.1,51.1,Permanent,0,4.2772,1434.1,111.9,73.6,0.04127,0.519,261.47,5.16,100.0,0
3.361,1.911,0.53,0.0162,0.0647,3.2,840,0.1,1529.7,166.5,25.9,Die,2,4.0033,1440.6,89.1,78.52,0.0607,0.737,53.72,25.38,100.0,0
3.727,2.066,0.413,0.0323,0.0563,3.3,594,0.084,1537.2,276.3,23.2,Die,2,4.4263,1429.1,108.0,33.06,0.05268,0.715,43.19,29.19,98.86,0
3.793,2.029,0.451,0.0326,0.0547,6.9,862,0.175,1506.2,186.8,42.0,Sand,1,4.4803,1427.6,78.6,145.5,0.04762,0.583,264.08,5.0,94.4,0
3.398,2.059,0.556,0.091,0.0296,6.4,217,0.162,1471.7,55.7,26.1,Permanent,0,4.1144,1438.4,33.4,8.52,0.02599,0.477,68.17,20.77,60.68,1
3.769,2.692,0.459,0.0161,0.0408,4.3,719,0.163,1550.1,154.3,15.0,Sand,1,4.6715,1422.9,127.2,93.95,0.03749,0.491,33.78,40.0,98.14,0
3.32,2.143,0.32,0.0487,0.0736,3.4,764,0.094,1535.3,269.3,42.2,Sand,1,4.0508,1439.9,95.4,61.23,0.06874,0.868,266.59,4.75,97.23,0
3.54,1.978,0.36,0.0121,0.0608,4.0,825,0.171,1517.9,285.2,45.9,Sand,1,4.2033,1435.1,82.8,130.29,0.05611,0.678,315.84,3.9,96.72,0
3.432,2.396,0.401,0.0357,0.0383,2.4,518,0.117,1511.1,283.1,21.7,Permanent,0,4.2429,1434.7,76.4,35.02,0.03646,0.546,47.11,26.07,99.58,0
3.705,2.452,0.446,0.012,0.0606,4.9,811,0.118,1556.7,290.9,47.3,Sand,1,4.5262,1426.6,130.1,87.12,0.05488,0.668,335.77,3.77,98.41,0
3.664,2.628,0.424,0.0326,0.0386,7.5,513,0.092,1508.3,201.5,38.5,Permanent,0,4.5511,1426.4,81.9,27.13,0.03321,0.402,147.91,8.84,100.0,0
3.002,1.564,0.742,0.0839,0.0458,14.8,456,0.193,1443.1,149.4,36.2,Permanent,0,3.5513,1453.4,-10.3,44.72,0.03409,0.37,131.39,9.85,63.19,0
3.628,2.275,0.544,0.0406,0.0702,7.4,665,0.162,1535.8,293.0,12.5,Permanent,0,4.4003,1430.2,105.6,80.05,0.06054,0.802,15.66,40.0,99.89,0
3.531,2.444,0.517,0.0434,0.0503,6.1,831,0.172,1538.2,182.7,10.9,Permanent,0,4.3603,1431.6,106.6,132.99,0.04452,0.539,11.77,40.0,94.6,0
3.093,2.809,0.433,0.0568,0.0308,7.4,553,0.143,1595.3,90.9,75.7,Permanent,0,4.0484,1440.9,154.3,48.9,0.0266,0.398,573.62,2.62,75.61,0
3.311,2.253,0.435,0.02,0.0615,5.2,891,0.15,1538.8,156.1,15.8,Sand,1,4.0688,1439.3,99.5,133.67,0.05536,0.703,37.5,36.87,92.9,0
3.336,2.508,0.304,0.0237,0.044,3.3,698,0.157,1545.3,263.6,34.3,Sand,1,4.1797,1436.5,108.7,85.8,0.04125,0.593,176.82,7.25,100.0,0
3.647,2.231,0.275,0.0232,0.0573,2.1,672,0.167,1545.7,281.3,15.5,Sand,1,4.3982,1430.0,115.7,84.52,0.05495,0.763,36.21,34.92,100.0,0
3.887,2.949,0.533,0.0583,0.0306,10.9,507,0.089,1516.7,53.6,73.3,Permanent,0,4.8894,1417.6,99.2,25.67,0.02459,0.285,537.31,2.72,76.5,0
3.755,2.539,0.44,0.0155,0.0532,2.9,539,0.134,1505.9,188.6,56.4,Permanent,0,4.6063,1424.6,81.4,43.55,0.05019,0.624,317.85,4.14,100.0,0
3.738,2.184,0.479,0.0217,0.0577,6.0,713,0.144,1551.1,245.1,29.4,Sand,1,4.4735,1427.9,123.2,81.62,0.05122,0.645,129.86,10.06,99.06,0
3.342,2.146,0.257,0.0273,0.072,7.0,630,0.107,1534.4,296.5,31.3,Die,2,4.0664,1439.3,95.1,47.43,0.06256,0.573,78.22,15.83,99.43,0
3.384,2.031,0.435,0.019,0.0713,6.2,800,0.153,1524.9,237.4,26.5,Sand,1,4.0672,1439.0,85.9,109.82,0.06306,0.672,105.16,12.24,96.51,0
3.749,2.32,0.396,0.0127,0.0403,3.7,644,0.139,1528.7,209.0,23.2,Sand,1,4.5261,1426.5,102.2,64.64,0.03737,0.481,80.8,16.33,100.0,0
3.618,2.03,0.284,0.019,0.041,4.4,646,0.128,1513.5,251.7,28.2,Permanent,0,4.3011,1432.5,81.0,59.73,0.03755,0.553,79.44,15.88,100.0,0
3.626,2.476,0.364,0.025,0.0613,7.9,819,0.145,1554.2,190.0,52.3,Permanent,0,4.4596,1428.7,125.6,108.88,0.05229,0.594,273.61,4.99,100.0,0
3.608,2.17,0.254,0.0439,0.0732,4.3,609,0.153,1546.6,276.2,10.2,Permanent,0,4.3465,1431.6,115.0,63.68,0.06713,0.728,10.33,40.0,96.77,0
4.032,2.875,0.335,0.0319,0.0244,15.2,385,0.156,1481.6,67.3,77.0,Permanent,0,5.001,1414.1,67.5,25.78,0.01797,0.235,593.52,2.38,60.98,1
3.651,1.795,0.472,0.0319,0.0525,10.4,315,0.232,1444.6,156.5,49.5,Sand,1,4.2597,1433.4,11.2,25.69,0.04268,0.532,367.91,3.5,79.93,0
3.748,2.074,0.431,0.0215,0.0668,4.6,793,0.175,1526.0,214.0,21.6,Sand,1,4.4462,1428.5,97.5,122.61,0.06097,0.678,70.14,18.71,97.06,0
3.44,2.43,0.434,0.041,0.0727,6.1,776,0.131,1558.5,296.1,47.8,Permanent,0,4.2639,1434.2,124.3,88.38,0.06442,0.733,228.39,5.53,99.6,0
3.718,2.068,0.257,0.0118,0.0612,6.0,897,0.138,1504.3,238.2,21.0,Permanent,0,4.4111,1429.4,75.0,124.07,0.05424,0.667,44.16,28.67,94.16,0
3.76,2.496,0.254,0.0398,0.0429,4.1,735,0.094,1520.1,243.8,19.3,Permanent,0,4.605,1424.8,95.4,56.97,0.03949,0.592,37.21,34.3,100.0,0
3.724,2.055,0.487,0.012,0.0409,3.7,831,0.109,1523.2,201.5,19.1,Die,2,4.4129,1429.3,93.9,84.18,0.038,0.499,29.03,40.0,99.27,0
3.328,2.615,0.525,0.0288,0.0712,7.8,717,0.104,1549.9,172.5,39.3,Permanent,0,4.2093,1435.9,114.0,59.67,0.06095,0.644,154.25,8.93,99.39,0
3.782,2.222,0.299,0.028,0.0537,2.8,574,0.144,1532.1,277.3,35.5,Permanent,0,4.5318,1426.3,105.8,53.12,0.05085,0.674,125.67,9.99,99.77,0
3.497,2.144,0.301,0.0148,0.0473,6.6,674,0.161,1511.2,158.2,14.3,Permanent,0,4.2168,1434.9,76.2,81.83,0.04142,0.545,20.36,40.0,99.11,0
3.55,1.733,0.576,0.0267,0.0308,6.8,397,0.239,1490.8,76.3,79.2,Permanent,0,4.1366,1436.7,54.0,42.18,0.02691,0.519,626.51,2.26,87.15,0
3.623,2.454,0.263,0.0178,0.0544,8.0,723,0.085,1515.8,238.2,43.3,Permanent,0,4.4469,1428.9,86.9,49.82,0.0464,0.598,187.69,6.81,100.0,0
3.806,2.394,0.592,0.0503,0.0278,13.2,1257,0.076,1560.5,60.5,7.6,Sand,1,4.621,1424.3,136.3,134.4,0.02131,0.27,8.58,40.0,63.35,0
4.144,1.519,0.497,0.0565,0.032,6.4,327,0.063,1519.4,126.7,53.2,Permanent,0,4.6693,1421.8,97.6,7.48,0.02813,0.429,283.48,4.91,87.35,0
3.67,2.471,0.44,0.0315,0.0614,5.5,594,0.124,1512.0,163.8,40.2,Permanent,0,4.5044,1427.5,84.5,49.01,0.05507,0.661,161.41,8.35,99.42,0
3.556,2.043,0.482,0.0354,0.0584,2.8,698,0.136,1538.2,285.6,51.6,Permanent,0,4.2483,1434.1,104.1,74.13,0.05524,0.665,266.0,4.71,100.0,0
3.486,2.505,0.26,0.0305,0.0639,4.0,737,0.117,1505.7,295.5,42.9,Permanent,0,4.3308,1432.4,73.3,71.31,0.05898,0.714,183.9,6.58,100.0,0
3.342,2.221,0.152,0.0822,0.0306,6.2,468,0.152,1581.0,127.4,25.5,Die,2,4.1098,1438.7,142.3,37.17,0.02701,0.517,51.9,28.01,81.81,0
3.415,1.954,0.386,0.0184,0.0609,7.2,644,0.143,1526.6,251.7,55.9,Die,2,4.0725,1438.7,87.8,66.42,0.05279,0.526,249.99,5.1,98.04,0
3.036,2.211,0.742,0.0597,0.0268,18.0,1247,0.202,1582.8,85.5,76.9,Permanent,0,3.7923,1447.3,135.5,350.59,0.0187,0.196,590.98,2.53,20.54,1
4.098,3.15,0.354,0.0209,0.0481,8.2,1382,0.248,1518.8,126.1,56.0,Sand,1,5.1554,1410.0,108.8,530.9,0.04086,0.601,470.41,2.96,3.24,1
3.382,2.784,0.174,0.0376,0.0242,11.4,379,0.175,1466.2,128.7,27.2,Permanent,0,4.3222,1433.0,33.1,28.1,0.01932,0.368,73.85,18.11,76.24,0
3.607,2.029,0.391,0.0436,0.0582,3.7,883,0.147,1519.8,222.8,17.3,Permanent,0,4.2976,1432.8,87.0,128.3,0.05402,0.727,30.04,40.0,100.0,0
3.512,2.68,0.33,0.0189,0.0555,2.4,542,0.1,1535.2,216.0,39.4,Sand,1,4.4117,1430.2,105.0,32.82,0.0529,0.704,232.52,5.67,100.0,0
3.419,2.204,0.4,0.0405,0.0578,6.7,807,0.091,1547.9,228.7,37.2,Permanent,0,4.1668,1436.6,111.3,66.49,0.05057,0.655,138.21,9.54,100.0,0
3.314,2.235,0.283,0.0147,0.0668,4.2,865,0.145,1556.1,286.3,59.5,Permanent,0,4.0637,1439.3,116.8,120.83,0.06146,0.757,353.95,3.59,94.94,0
3.633,1.982,0.31,0.0498,0.057,2.4,647,0.173,1553.9,201.4,53.8,Permanent,0,4.3104,1432.4,121.5,80.69,0.05432,0.78,289.1,4.68,100.0,0
3.57,1.997,0.441,0.0224,0.057,2.0,804,0.169,1548.8,286.5,31.2,Permanent,0,4.2427,1434.1,114.7,122.25,0.05479,0.752,97.55,12.94,99.59,0
3.691,1.987,0.346,0.0253,0.0693,5.0,509,0.125,1540.4,213.0,34.9,Permanent,0,4.3616,1430.8,109.6,36.31,0.06274,0.713,122.11,10.87,100.0,0
3.581,2.42,0.345,0.027,0.0711,5.4,581,0.153,1505.0,178.9,56.9,Permanent,0,4.3962,1430.4,74.6,57.86,0.06381,0.822,323.69,4.1,100.0,0
3.529,2.333,0.466,0.0341,0.0676,6.2,739,0.109,1521.9,284.3,47.6,Permanent,0,4.3184,1432.5,89.4,66.34,0.05978,0.692,226.88,5.45,100.0,0
3.705,2.622,0.539,0.0379,0.0536,7.0,575,0.081,1514.5,175.9,22.9,Permanent,0,4.5917,1425.3,89.3,29.83,0.04665,0.541,52.31,25.59,100.0,0
3.984,1.756,0.755,0.0495,0.0407,16.9,324,0.1,1511.5,126.1,40.1,Sand,1,4.5856,1424.4,87.1,11.74,0.02903,0.307,241.52,5.74,82.36,0
3.348,2.227,0.411,0.0218,0.0392,6.6,768,0.162,1556.9,267.7,42.9,Permanent,0,4.0973,1438.4,118.4,106.49,0.03435,0.526,184.12,7.0,97.93,0
3.45,2.273,0.329,0.0478,0.0554,2.6,730,0.139,1511.1,287.6,42.6,Permanent,0,4.2241,1435.2,75.9,83.08,0.05253,0.692,181.8,6.73,100.0,0
3.735,2.336,0.31,0.0146,0.0408,6.9,639,0.122,1533.2,179.7,16.0,Permanent,0,4.5189,1426.7,106.4,55.53,0.03555,0.502,25.52,40.0,100.0,0
3.101,2.572,0.467,0.0812,0.0206,6.6,289,0.092,1533.3,144.9,10.2,Permanent,0,3.9855,1442.6,90.7,8.6,0.01809,0.428,10.38,40.0,71.92,0
3.791,1.965,0.284,0.01,0.0656,3.7,765,0.171,1546.4,269.7,15.3,Permanent,0,4.4491,1428.1,118.3,111.64,0.06085,0.738,23.37,40.0,100.0,0
3.609,2.534,0.404,0.0107,0.0552,4.2,753,0.132,1548.1,220.3,20.9,Sand,1,4.4573,1428.7,119.4,83.92,0.05074,0.689,65.79,20.18,100.0,0
3.988,2.887,0.714,0.0762,0.0473,11.6,1279,0.112,1448.2,82.7,89.4,Die,2,4.9758,1415.2,33.0,204.05,0.03751,0.489,639.4,2.14,57.56,1
3.331,2.288,0.517,0.0438,0.0443,5.6,750,0.087,1559.1,255.9,13.4,Permanent,0,4.1086,1438.4,120.7,54.92,0.03957,0.517,18.05,40.0,100.0,0
3.716,2.68,0.334,0.0231,0.0474,2.5,830,0.111,1541.8,210.2,56.4,Permanent,0,4.6173,1424.5,117.3,85.19,0.04514,0.638,317.72,4.19,100.0,0
3.711,2.235,0.403,0.0177,0.0521,6.2,713,0.162,1509.2,203.5,36.4,Permanent,0,4.4622,1428.2,81.0,92.16,0.04595,0.648,132.4,9.86,100.0,0
4.139,1.408,0.798,0.0619,0.0478,6.4,1536,0.091,1442.3,112.9,16.3,Permanent,0,4.6289,1422.8,19.5,240.97,0.04209,0.601,26.7,40.0,53.26,1
3.569,2.548,0.385,0.0478,0.0526,3.5,618,0.137,1521.7,205.1,14.0,Sand,1,4.4339,1429.7,92.0,58.37,0.04896,0.632,29.19,40.0,100.0,0
3.79,2.107,0.353,0.0345,0.065,2.5,812,0.132,1519.0,252.8,43.4,Permanent,0,4.5038,1427.0,92.0,97.41,0.06183,0.761,188.24,6.73,100.0,0
3.148,2.473,0.18,0.0964,0.0491,8.2,413,0.069,1561.5,58.7,82.9,Permanent,0,4.0044,1442.1,119.4,13.09,0.04166,0.38,687.09,2.19,76.71,0
3.484,2.228,0.484,0.0345,0.0628,7.0,660,0.106,1501.5,182.4,59.5,Permanent,0,4.2386,1434.6,66.9,51.5,0.05455,0.69,354.6,3.72,100.0,0
4.131,1.413,0.442,0.0882,0.0446,7.4,1117,0.247,1529.0,158.0,56.0,Permanent,0,4.6314,1423.0,105.9,344.64,0.03845,0.533,314.1,4.36,57.08,1
3.781,2.116,0.252,0.0166,0.0424,3.1,872,0.125,1503.6,258.8,46.7,Permanent,0,4.4925,1427.2,76.4,106.04,0.03984,0.518,217.78,5.72,100.0,0
3.32,2.351,0.344,0.0357,0.0525,5.0,780,0.143,1532.6,157.8,24.2,Sand,1,4.1153,1438.2,94.3,97.34,0.04743,0.648,87.95,15.63,100.0,0
3.414,2.308,0.475,0.0236,0.0575,5.0,799,0.094,1540.0,150.2,33.1,Permanent,0,4.1914,1435.9,104.0,67.19,0.05204,0.664,109.55,12.69,100.0,0
3.719,2.428,0.49,0.0405,0.0745,5.8,757,0.145,1529.0,263.9,58.1,Sand,1,4.5416,1426.4,102.5,93.23,0.06636,0.786,506.07,2.5,100.0,0
3.549,2.479,0.429,0.0179,0.0503,6.7,637,0.172,1543.2,176.3,44.9,Die,2,4.3817,1430.8,112.5,78.04,0.04399,0.59,160.97,8.49,100.0,0
3.206,2.577,0.333,0.0299,0.0205,10.3,233,0.062,1494.1,130.0,19.4,Die,2,4.0745,1439.6,54.4,3.73,0.01668,0.286,30.03,40.0,64.12,0
3.336,2.334,0.338,0.0209,0.0674,2.6,704,0.097,1539.9,254.3,13.5,Sand,1,4.1209,1437.9,101.9,53.79,0.06397,0.734,27.5,40.0,98.2,0
3.745,2.42,0.457,0.0368,0.0504,4.2,894,0.099,1525.6,186.2,23.6,Die,2,4.5642,1425.8,99.9,88.36,0.04627,0.599,44.47,30.12,100.0,0
3.604,2.467,0.435,0.0158,0.0735,7.6,558,0.172,1539.6,251.0,24.7,Permanent,0,4.4315,1429.4,110.2,59.74,0.06308,0.684,60.84,21.18,100.0,0
3.754,2.193,0.325,0.0485,0.0383,4.0,595,0.082,1513.4,216.9,57.6,Die,2,4.5014,1427.3,86.0,32.58,0.03532,0.465,265.86,4.88,100.0,0
3.798,2.025,0.38,0.0468,0.0639,7.3,808,0.094,1517.2,276.0,59.2,Permanent,0,4.4886,1427.5,89.7,68.74,0.05522,0.649,350.21,3.54,100.0,0
3.475,2.352,0.369,0.0326,0.0655,8.0,584,0.16,1510.9,298.2,46.5,Permanent,0,4.2701,1433.9,77.0,60.9,0.05587,0.67,216.05,5.61,100.0,0
3.477,2.748,0.53,0.0821,0.0252,16.3,1568,0.081,1470.0,105.2,53.2,Permanent,0,4.4206,1430.7,39.4,221.97,0.01821,0.181,282.86,4.82,49.56,1
3.377,2.632,0.253,0.0298,0.055,3.6,661,0.088,1550.2,273.5,30.4,Die,2,4.2644,1434.4,115.8,43.0,0.05115,0.682,74.05,17.24,100.0,0
4.144,2.407,0.284,0.0252,0.0451,14.0,1307,0.062,1464.1,92.1,44.9,Permanent,0,4.9548,1414.7,49.3,117.94,0.03412,0.402,201.93,6.79,79.66,0
3.227,1.469,0.332,0.0388,0.0288,13.4,1273,0.249,1459.0,100.3,36.2,Permanent,0,3.7297,1447.9,11.1,450.6,0.02207,0.316,130.87,10.38,0.0,1
3.771,2.203,0.474,0.037,0.0698,3.7,804,0.112,1547.8,232.4,50.1,Permanent,0,4.518,1426.8,121.0,81.06,0.06482,0.746,251.13,5.24,96.6,0
3.353,2.202,0.401,0.0105,0.054,6.6,653,0.125,1554.1,175.0,14.5,Permanent,0,4.0903,1438.5,115.6,59.71,0.04735,0.686,21.08,40.0,100.0,0
3.155,1.969,0.353,0.0459,0.0369,16.8,374,0.196,1479.9,159.0,38.8,Sand,1,3.8265,1445.9,34.0,30.56,0.02635,0.275,225.24,5.86,74.34,0
3.576,1.623,0.282,0.0854,0.0286,10.2,245,0.202,1555.2,68.4,27.1,Sand,1,4.1455,1436.9,118.3,13.52,0.02332,0.299,110.09,13.51,69.13,0
3.651,1.954,0.334,0.0474,0.0595,2.6,579,0.117,1520.6,186.7,15.8,Sand,1,4.3184,1432.1,88.5,43.67,0.05645,0.711,37.67,35.41,100.0,0
3.391,2.582,0.401,0.0359,0.0478,6.0,579,0.129,1552.9,221.0,18.3,Sand,1,4.2636,1434.4,118.5,48.2,0.0424,0.503,50.46,26.4,100.0,0
3.566,2.35,0.646,0.0283,0.0574,6.4,1376,0.1,1552.4,89.3,30.1,Sand,1,4.3587,1431.4,121.1,211.64,0.05052,0.606,136.24,10.74,74.78,0
3.456,2.607,0.276,0.0221,0.0707,3.8,657,0.109,1513.0,167.3,31.7,Die,2,4.3321,1432.4,80.6,52.71,0.06553,0.832,80.17,16.79,100.0,0
3.791,2.862,0.429,0.0277,0.0385,9.7,394,0.22,1469.9,131.7,69.5,Permanent,0,4.7541,1421.0,49.0,38.15,0.03178,0.445,482.49,2.77,89.22,0
3.381,2.194,0.438,0.0471,0.0732,3.3,558,0.171,1500.7,251.3,30.7,Permanent,0,4.1278,1437.8,62.9,59.57,0.0685,0.877,94.11,13.28,100.0,0
3.738,2.119,0.483,0.0452,0.066,2.3,635,0.083,1510.9,249.0,56.5,Permanent,0,4.4597,1428.4,82.5,37.26,0.06297,0.791,318.94,3.96,98.9,0
3.534,3.022,0.447,0.0269,0.0523,7.8,1467,0.183,1498.0,153.8,39.1,Sand,1,4.5505,1426.9,71.1,439.59,0.04474,0.606,229.51,5.86,36.56,1
3.323,2.294,0.494,0.0255,0.0603,7.3,881,0.131,1550.1,290.6,49.6,Die,2,4.0967,1438.6,111.5,113.4,0.05208,0.57,196.8,6.4,98.25,0
3.646,2.488,0.477,0.0453,0.0475,5.3,758,0.154,1529.5,163.3,50.4,Sand,1,4.4905,1428.0,101.4,99.18,0.04277,0.532,380.65,3.59,100.0,0
3.502,2.482,0.322,0.0471,0.0415,7.5,809,0.169,1526.2,218.5,18.7,Permanent,0,4.3452,1432.1,94.2,123.89,0.0357,0.505,35.08,37.27,94.15,0
3.494,1.627,0.704,0.0324,0.0541,17.5,1267,0.204,1514.9,138.6,53.6,Permanent,0,4.0475,1439.1,75.7,367.19,0.03816,0.393,286.97,4.8,39.69,1
3.657,1.917,0.487,0.0261,0.0515,5.0,635,0.174,1547.3,225.4,26.9,Permanent,0,4.3046,1432.3,115.0,78.6,0.04659,0.645,72.17,18.32,100.0,0
3.757,2.526,0.426,0.0472,0.069,5.6,536,0.106,1525.4,295.9,23.8,Permanent,0,4.6149,1424.6,100.8,33.88,0.06167,0.677,56.75,21.67,100.0,0
3.441,2.696,0.183,0.0219,0.0269,7.3,205,0.208,1565.8,101.2,59.4,Die,2,4.3466,1432.1,133.7,9.76,0.02321,0.452,282.6,5.18,74.66,0
3.838,2.77,0.427,0.072,0.0536,6.4,462,0.111,1567.4,112.4,49.9,Permanent,0,4.7852,1420.4,147.0,26.59,0.04713,0.509,249.35,5.84,85.07,0
3.77,2.227,0.416,0.024,0.0697,2.4,891,0.103,1523.2,268.5,59.3,Sand,1,4.5208,1426.6,96.6,91.25,0.06633,0.874,526.6,2.38,100.0,0
3.529,2.193,0.471,0.0459,0.0662,6.9,855,0.094,1546.4,171.7,57.4,Sand,1,4.2754,1433.6,112.8,76.7,0.05767,0.62,493.53,2.79,100.0,0
3.452,2.069,0.453,0.0184,0.0484,7.5,571,0.146,1506.9,265.8,10.7,Permanent,0,4.1479,1436.8,70.1,53.24,0.0416,0.598,11.52,40.0,97.52,0
3.755,2.174,0.295,0.0407,0.0407,8.0,900,0.148,1542.8,299.1,53.9,Permanent,0,4.4929,1427.5,115.4,133.98,0.03473,0.448,290.73,4.28,94.97,0
